   0.0000000e+00   0.0000000e+00
   5.2626556e-05   3.0911437e-03
   2.5874479e-04   5.0817004e-03
   5.3096534e-04   6.6645576e-03
   1.0646146e-03   8.8094210e-03
   1.6582286e-03   1.0585023e-02
   2.4076748e-03   1.2384986e-02
   3.2268459e-03   1.4027349e-02
   4.8819628e-03   1.6747865e-02
   6.4928443e-03   1.8930506e-02
   8.8853048e-03   2.1661076e-02
   1.0967056e-02   2.3705192e-02
   1.3124878e-02   2.5593870e-02
   1.5682188e-02   2.7603883e-02
   1.8553284e-02   2.9633788e-02
   2.1798310e-02   3.1704250e-02
   2.4347096e-02   3.3196912e-02
   2.8174580e-02   3.5259708e-02
   3.1987843e-02   3.7139263e-02
   3.5623074e-02   3.8796407e-02
   3.9542210e-02   4.0458881e-02
   4.6413834e-02   4.3116470e-02
   5.4867509e-02   4.6024439e-02
   6.3193195e-02   4.8579549e-02
   7.2568364e-02   5.1162323e-02
   8.1094716e-02   5.3287511e-02
   8.8249124e-02   5.4930794e-02
   9.5631898e-02   5.6509252e-02
   1.0620363e-01   5.8587161e-02
   1.1583675e-01   6.0316002e-02
   1.2908081e-01   6.2469711e-02
   1.4075224e-01   6.4178887e-02
   1.5115389e-01   6.5569285e-02
   1.7268712e-01   6.8095798e-02
   1.9248798e-01   7.0050106e-02
   2.1573291e-01   7.1950856e-02
   2.3376390e-01   7.3163313e-02
   2.6884136e-01   7.4939387e-02
   2.9337083e-01   7.5769311e-02
   3.1911841e-01   7.6310559e-02
   3.4547680e-01   7.6541236e-02
   3.7044215e-01   7.6478773e-02
   3.9288225e-01   7.6203352e-02
   4.1492230e-01   7.5741183e-02
   4.4346028e-01   7.4874457e-02
   4.7047295e-01   7.3788306e-02
   4.9108764e-01   7.2792783e-02
   5.2071953e-01   7.1118442e-02
   5.4213985e-01   6.9734598e-02
   5.6030817e-01   6.8449428e-02
   5.8757661e-01   6.6331929e-02
   6.1777904e-01   6.3725661e-02
   6.4509644e-01   6.1133269e-02
   6.6945780e-01   5.8631956e-02
   6.9305439e-01   5.6036262e-02
   7.1528147e-01   5.3431914e-02
   7.4634895e-01   4.9523006e-02
   7.7704034e-01   4.5336410e-02
   8.0211886e-01   4.1657347e-02
   8.3148652e-01   3.7025475e-02
   8.5861712e-01   3.2400236e-02
   8.9288374e-01   2.6005201e-02
   9.1310243e-01   2.1889476e-02
   9.2989424e-01   1.8242120e-02
   9.3698900e-01   1.6630741e-02
   9.4786050e-01   1.4071976e-02
   9.5344363e-01   1.2712603e-02
   9.5779358e-01   1.1630712e-02
   9.6305378e-01   1.0294367e-02
   9.6832135e-01   8.9236098e-03
   9.7589165e-01   6.8920017e-03
   9.8209439e-01   5.1673428e-03
   9.8788967e-01   3.4990684e-03
   9.9118759e-01   2.5201218e-03
   9.9703672e-01   0.0000000e+00
   1.0000000e+00   0.0000000e+00
   1.0000000e+00  -2.6962264e-04
   9.9408341e-01  -3.5741480e-04
   9.8536290e-01  -4.8338021e-04
   9.7333035e-01  -6.8620878e-04
   9.6381250e-01  -8.9909304e-04
   9.5510433e-01  -1.1536165e-03
   9.3975407e-01  -1.7768182e-03
   9.2525117e-01  -2.5988598e-03
   9.1595205e-01  -3.2529544e-03
   9.0719976e-01  -3.9609218e-03
   8.9802188e-01  -4.7993305e-03
   8.8874247e-01  -5.7455655e-03
   8.7836960e-01  -6.9174821e-03
   8.6601212e-01  -8.4645465e-03
   8.5070650e-01  -1.0595197e-02
   8.3509679e-01  -1.2995267e-02
   8.2010765e-01  -1.5498578e-02
   8.0622922e-01  -1.7975849e-02
   7.9243709e-01  -2.0576833e-02
   7.7660984e-01  -2.3715815e-02
   7.6175376e-01  -2.6793860e-02
   7.4640758e-01  -3.0085070e-02
   7.3278537e-01  -3.3080056e-02
   7.1610166e-01  -3.6807802e-02
   7.0117689e-01  -4.0161351e-02
   6.8554538e-01  -4.3651236e-02
   6.7447449e-01  -4.6087389e-02
   6.5686930e-01  -4.9867971e-02
   6.4330817e-01  -5.2682842e-02
   6.2659616e-01  -5.6019261e-02
   6.0566335e-01  -5.9979991e-02
   5.8504689e-01  -6.3639545e-02
   5.6633015e-01  -6.6754897e-02
   5.5201169e-01  -6.9005603e-02
   5.3747597e-01  -7.1172753e-02
   5.2069716e-01  -7.3525812e-02
   5.0774227e-01  -7.5232329e-02
   4.9472019e-01  -7.6849111e-02
   4.7781667e-01  -7.8796853e-02
   4.6481445e-01  -8.0175640e-02
   4.4740453e-01  -8.1852998e-02
   4.1752989e-01  -8.4254485e-02
   3.8795523e-01  -8.5986449e-02
   3.6671660e-01  -8.6793028e-02
   3.4597366e-01  -8.7193105e-02
   3.2897325e-01  -8.7211927e-02
   3.1363542e-01  -8.6972984e-02
   2.9842785e-01  -8.6481690e-02
   2.8349178e-01  -8.5738715e-02
   2.6852737e-01  -8.4721669e-02
   2.5319725e-01  -8.3382590e-02
   2.3873257e-01  -8.1831117e-02
   2.2150289e-01  -7.9604509e-02
   2.0812814e-01  -7.7585900e-02
   1.9216270e-01  -7.4843308e-02
   1.6894899e-01  -7.0232658e-02
   1.5151644e-01  -6.6331958e-02
   1.3067975e-01  -6.1264650e-02
   1.1324439e-01  -5.6750137e-02
   9.8365816e-02  -5.2718955e-02
   8.6292022e-02  -4.9314784e-02
   7.7281633e-02  -4.6679698e-02
   6.8595602e-02  -4.4043569e-02
   5.9853732e-02  -4.1269999e-02
   5.3936209e-02  -3.9305649e-02
   4.8953823e-02  -3.7583797e-02
   4.1847487e-02  -3.4992357e-02
   3.5418160e-02  -3.2468620e-02
   2.9844835e-02  -3.0094275e-02
   2.7042043e-02  -2.8815099e-02
   2.4395687e-02  -2.7542209e-02
   2.0874310e-02  -2.5728183e-02
   1.7804968e-02  -2.4005291e-02
   1.4990467e-02  -2.2273126e-02
   1.1855786e-02  -2.0109874e-02
   9.0243544e-03  -1.7849392e-02
   7.3671205e-03  -1.6327280e-02
   5.9113828e-03  -1.4813007e-02
   4.8226836e-03  -1.3528584e-02
   3.8518448e-03  -1.2227757e-02
   3.0392664e-03  -1.0978198e-02
   2.4346571e-03  -9.9113889e-03
   1.8414322e-03  -8.6965263e-03
   1.1996130e-03  -7.0786020e-03
   6.2772992e-04  -5.1109052e-03
   2.8178422e-04  -3.3105291e-03
   0.0000000e+00   0.0000000e+00
