0.219857475 0.428728047
2.357769106 1.075073424
9.385834647 1.146610113
0.820035325 -0.629573724
2.830098420 -1.176481351
5.795474188 -1.460589209
15.576845102 0.305577417
16.751200789 -0.004516503
10.145588460 -1.004736873
12.503223308 -0.503961050
14.887503486 -0.096245122
16.304452210 -0.011494821
-0.000000000 0.000000000
16.751200789 -0.004516503
0.027777320 0.177311839
0.108762938 0.317108711
0.310789787 0.496401530
0.407843091 0.556088131
0.535834788 0.622127253
0.662379494 0.677734837
0.777487450 0.722252648
0.919096667 0.770964624
1.058561900 0.813765772
1.215607234 0.857030341
1.358433865 0.892629803
1.478278796 0.920156766
1.601949133 0.946597832
1.779038396 0.981405290
1.940404668 1.010365455
2.162258508 1.046442674
2.532009198 1.098364259
5.345616558 1.278293501
4.503415635 1.255324726
6.205350786 1.281111290
3.224404861 1.173423383
3.915825978 1.225573341
6.950446705 1.268755766
7.880986899 1.236042732
8.722677353 1.191319304
10.348540781 1.067481336
11.981823472 0.895048727
13.016358673 0.759439307
13.928397690 0.620221163
14.956874822 0.435618347
16.220545323 0.149481179
14.382867785 0.542742853
11.214221996 0.982155670
16.451260323 0.086559196
15.877801549 0.235722493
13.436454054 0.697810580
12.502241090 0.829569818
0.000881558 0.051780368
0.008894307 0.111639342
0.054053544 0.234974937
0.148839525 0.362849034
0.081778739 0.280546845
0.183711357 0.397090437
0.262695487 0.462398185
0.004334286 0.085124584
0.017833573 0.147568380
-0.000166330 0.027209656
0.040331444 0.207463384
0.001074942 -0.021836631
0.004720224 -0.055455338
0.010515230 -0.085613799
0.020094959 -0.118575084
0.030846201 -0.145677258
0.040783430 -0.166027666
0.050911361 -0.183897996
0.064523025 -0.204829611
0.080785741 -0.226620035
0.099022761 -0.248135651
0.123408114 -0.273501550
0.151168773 -0.298998748
0.198598645 -0.336864542
0.251108329 -0.373101604
0.298254593 -0.402117457
0.349669763 -0.430977961
0.408657058 -0.461365077
0.452986693 -0.482687501
0.499936825 -0.504115242
0.593296703 -0.543888369
0.700995665 -0.586163997
0.903496269 -0.658416824
1.002621878 -0.691322038
1.149058709 -0.737782665
1.294560146 -0.781940997
1.445494995 -0.826081846
0.596729266 0.649886410
0.471958039 0.590642450
0.365147861 0.531084260
2.892716659 1.140686386
3.613785334 1.205263232
1.647745536 -0.883105799
1.896979442 -0.950632935
2.189042750 -1.026256450
2.538082350 -1.111139951
3.218955993 -1.253715280
3.486396286 -1.299656984
3.999057165 -1.370769470
4.498155971 -1.419189693
4.999024759 -1.448672159
5.510696957 -1.460904492
6.498715947 -1.440376266
6.994127045 -1.411363792
7.494563155 -1.371136006
8.004003029 -1.319941898
8.505292757 -1.260231847
9.003367816 -1.192229081
9.486710053 -1.118224688
10.496238116 -0.938389881
11.003349485 -0.835348389
11.483708319 -0.731210618
11.995562667 -0.616574877
13.009147364 -0.397268386
13.505307491 -0.301117055
13.988873969 -0.217686325
14.506742961 -0.141791318
15.499068158 -0.043534023
15.999144462 -0.019324462
16.506011842 -0.008097199
16.603582270 0.042215067
16.044192640 0.194828390
15.695690915 0.278584875
15.295562116 0.366675012
16.347356953 0.115449305
16.701562252 0.011888297
16.548338246 0.058613598
16.132307213 0.172443001
15.971325711 0.212951373
16.652090882 -0.005987127
16.145016674 -0.015060888
15.196685412 -0.066350196
9.800237876 -1.066038795
9.246858633 -1.155926708
8.722302709 -1.231645632
8.287157280 -1.287314884
7.786200138 -1.343038246
10.776184366 -0.882500869
11.298257587 -0.772019107
11.745554801 -0.672750852
12.275034788 -0.554130655
12.760290215 -0.448829322
13.274272829 -0.344686667
13.737787856 -0.259619785
14.250355454 -0.177482276
14.713745584 -0.115876131
15.742009113 -0.029763839
5.253769940 -1.456901918
6.142943463 -1.453887435
4.241357900 -1.396758507
3.710439321 -1.333471115
4.914313695 1.269226945
5.787151171 1.282157616
7.428492245 1.254237064
6.581249411 1.276497657
8.226307746 1.219366524
9.842613821 1.111139459
11.609493259 0.938674681
10.806140016 1.024055662
9.081493498 1.168138247
4.748827796 -1.436226427
15.042944827 -0.080394549
15.343296774 -0.054490893
